"","R_W5_T1_160","R_W5_T1_177","R_W5_T1_183","R_W5_T1_176","R_W5_T1_179","R_W5_T1_210","R_W5_T1_157","R_W5_T1_181","R_W5_T1_189","R_W5_T1_150","R_W5_T1_186","R_W5_T1_208","R_W5_T1_151","R_W5_T1_154","R_W5_T1_185","R_W5_T1_182","R_W5_T1_187","R_W5_T1_209","R_W5_T1_152","R_W5_T1_178","R_W5_T1_206","R_W5_T2_147","R_W5_T2_173","R_W5_T2_196","R_W5_T2_190","R_W5_T2_197","R_W5_T2_200","R_W5_T2_146","R_W5_T2_171","R_W5_T2_192","R_W5_T2_193","R_W5_T2_198","R_W5_T2_203","R_W5_T2_142","R_W5_T2_164","R_W5_T2_191","R_W5_T2_143","R_W5_T2_170","R_W5_T2_172","R_W5_T2_145","R_W5_T2_169","R_W5_T2_175","R_W5_T3_77","R_W5_T3_125","R_W5_T3_132","R_W5_T3_74","R_W5_T3_92","R_W5_T3_103","R_W5_T3_71","R_W5_T3_130","R_W5_T3_133","R_W5_T3_76","R_W5_T3_124","R_W5_T3_128","R_W5_T3_98","R_W5_T3_101","R_W5_T3_121","R_W5_T3_72","R_W5_T3_94","R_W5_T3_129","R_W5_T3_100","R_W5_T3_104","R_W5_T3_122","R_W5_T4_87","R_W5_T4_91","R_W5_T4_139","R_W5_T4_81","R_W5_T4_107","R_W5_T4_115","R_W5_T4_118","R_W5_T4_136","R_W5_T4_140","R_W5_T4_90","R_W5_T4_114","R_W5_T4_116","R_W5_T4_78","R_W5_T4_109","R_W5_T4_110","R_W5_T4_85","R_W5_T4_113","R_W5_T4_134","R_W5_T4_79","R_W5_T4_84","R_W5_T4_137","R_W5_T5_11","R_W5_T5_13","R_W5_T5_69","R_W5_T5_10","R_W5_T5_12","R_W5_T5_48","R_W5_T5_19","R_W5_T5_21","R_W5_T5_45","R_W5_T5_18","R_W5_T5_41","R_W5_T5_68","R_W5_T5_14","R_W5_T5_37","R_W5_T5_39","R_W5_T5_15","R_W5_T5_20","R_W5_T5_49","R_W5_T5_43","R_W5_T5_46","R_W5_T5_65","R_W5_T6_1","R_W5_T6_29","R_W5_T6_35","R_W5_T6_5","R_W5_T6_25","R_W5_T6_56","R_W5_T6_33","R_W5_T6_51","R_W5_T6_55","R_W5_T6_22","R_W5_T6_23","R_W5_T6_62","R_W5_T6_4","R_W5_T6_24","R_W5_T6_57","R_W5_T6_27","R_W5_T6_54","R_W5_T6_61","R_W5_T6_6","R_W5_T6_32","R_W5_T6_50"
"R_W5_T2_171",0.432456140350877,0.428070175438596,0.453333333333333,0.466666666666667,0.488947368421053,0.424210526315789,0.473157894736842,0.432982456140351,0.472280701754386,0.451578947368421,0.489824561403509,0.40859649122807,0.460526315789474,0.483684210526316,0.484736842105263,0.445438596491228,0.473333333333333,0.42719298245614,0.433859649122807,0.442105263157895,0.634210526315789,0.787368421052632,0.37140350877193,0.439298245614035,0.421228070175439,0.470526315789474,0.400701754385965,0.412456140350877,0,0.423859649122807,0.441052631578947,0.494210526315789,0.471929824561404,0.432456140350877,0.441929824561404,0.448947368421053,0.419824561403509,0.411929824561404,0.628421052631579,0.424912280701754,0.408947368421053,0.414561403508772,0.430701754385965,0.481929824561403,0.435614035087719,0.436666666666667,0.448245614035088,0.45859649122807,0.418070175438596,0.650526315789474,0.449473684210526,0.439473684210526,0.465789473684211,0.459298245614035,0.457894736842105,0.475614035087719,0.520526315789474,0.405614035087719,0.476842105263158,0.433157894736842,0.492105263157895,0.440350877192982,0.468070175438596,0.50280701754386,0.493508771929825,0.459824561403509,0.503859649122807,0.481228070175439,0.469649122807018,0.510175438596491,0.448947368421053,0.464912280701754,0.508947368421053,0.465438596491228,0.509122807017544,0.43,0.592105263157895,0.518070175438596,0.496140350877193,0.497543859649123,0.482456140350877,0.478245614035088,0.491228070175439,0.485438596491228,0.441929824561404,0.430526315789474,0.513508771929825,0.452280701754386,0.433508771929825,0.450877192982456,0.408947368421053,0.401228070175439,0.397017543859649,0.445964912280702,0.440175438596491,0.494210526315789,0.439122807017544,0.448070175438597,0.420175438596491,0.419824561403509,0.421578947368421,0.518771929824561,0.421052631578947,0.475263157894737,0.429824561403509,0.433508771929825,0.472631578947368,0.389298245614035,0.486140350877193,0.480526315789474,0.456140350877193,0.391578947368421,0.464736842105263,0.443859649122807,0.457719298245614,0.477017543859649,0.476491228070175,0.617894736842105,0.437017543859649,0.466666666666667,0.488070175438596,0.483508771929825,0.479649122807018,0.442982456140351,0.45859649122807,0.597368421052632
"R_W5_T2_192",0.460175438596491,0.427543859649123,0.473333333333333,0.473684210526316,0.507719298245614,0.447719298245614,0.482631578947368,0.45140350877193,0.495964912280702,0.479824561403509,0.524385964912281,0.419298245614035,0.483333333333333,0.521052631578947,0.483333333333333,0.468070175438596,0.51280701754386,0.436666666666667,0.463859649122807,0.436491228070175,0.632456140350877,0.770877192982456,0.408421052631579,0.483508771929825,0.392631578947368,0.464035087719298,0.442631578947368,0.39859649122807,0.423859649122807,0,0.463684210526316,0.496315789473684,0.48280701754386,0.44421052631579,0.431228070175439,0.427543859649123,0.442982456140351,0.424210526315789,0.60719298245614,0.411754385964912,0.435438596491228,0.43140350877193,0.46140350877193,0.477368421052632,0.437543859649123,0.465438596491228,0.464912280701754,0.448947368421053,0.425438596491228,0.618245614035088,0.419298245614035,0.454035087719298,0.447368421052632,0.441052631578947,0.479298245614035,0.447894736842105,0.486315789473684,0.390175438596491,0.46719298245614,0.431929824561403,0.457894736842105,0.423157894736842,0.455087719298246,0.48859649122807,0.498771929824561,0.471052631578947,0.464736842105263,0.456842105263158,0.455614035087719,0.500701754385965,0.448947368421053,0.464385964912281,0.476315789473684,0.480701754385965,0.48719298245614,0.425614035087719,0.573333333333333,0.495614035087719,0.474385964912281,0.498245614035088,0.465614035087719,0.447894736842105,0.476491228070175,0.461929824561404,0.469649122807018,0.449473684210526,0.450526315789474,0.443333333333333,0.454385964912281,0.458245614035088,0.445438596491228,0.447368421052632,0.420350877192982,0.45719298245614,0.44280701754386,0.498771929824561,0.470701754385965,0.435614035087719,0.421929824561403,0.454035087719298,0.451052631578947,0.496842105263158,0.421578947368421,0.461052631578947,0.426315789473684,0.477017543859649,0.500526315789474,0.444736842105263,0.496666666666667,0.505263157894737,0.49,0.441929824561404,0.454035087719298,0.45719298245614,0.482105263157895,0.451228070175439,0.455087719298246,0.628421052631579,0.45719298245614,0.450175438596491,0.501754385964912,0.447543859649123,0.439649122807018,0.453859649122807,0.464035087719298,0.57421052631579
"R_W5_T2_193",0.454736842105263,0.462456140350877,0.429473684210526,0.45280701754386,0.478947368421053,0.537017543859649,0.438421052631579,0.435438596491228,0.456315789473684,0.471754385964912,0.518421052631579,0.482280701754386,0.494912280701754,0.486140350877193,0.466140350877193,0.447368421052632,0.446491228070175,0.54578947368421,0.45859649122807,0.455964912280702,0.663508771929825,0.754035087719298,0.476491228070175,0.439122807017544,0.417894736842105,0.467543859649123,0.491754385964912,0.473157894736842,0.441052631578947,0.463684210526316,0,0.470175438596491,0.504561403508772,0.475614035087719,0.465087719298246,0.450877192982456,0.44280701754386,0.487543859649123,0.571228070175439,0.491228070175439,0.434210526315789,0.45,0.517719298245614,0.471228070175439,0.482105263157895,0.492280701754386,0.47,0.485964912280702,0.474912280701754,0.650350877192982,0.513157894736842,0.446666666666667,0.462631578947368,0.45140350877193,0.506491228070175,0.525087719298246,0.477719298245614,0.445964912280702,0.56719298245614,0.46140350877193,0.508771929824561,0.453508771929825,0.481754385964912,0.555438596491228,0.568070175438597,0.562631578947368,0.548421052631579,0.559298245614035,0.527017543859649,0.534210526315789,0.513157894736842,0.505789473684211,0.557543859649123,0.522280701754386,0.566315789473684,0.521754385964912,0.613157894736842,0.576315789473684,0.549298245614035,0.553684210526316,0.569473684210526,0.528245614035088,0.517719298245614,0.53,0.435438596491228,0.503508771929825,0.544736842105263,0.472280701754386,0.433859649122807,0.48,0.449824561403509,0.483157894736842,0.471578947368421,0.525964912280702,0.500175438596491,0.543684210526316,0.45719298245614,0.464385964912281,0.489298245614035,0.449824561403509,0.531929824561403,0.517368421052632,0.482456140350877,0.510350877192982,0.488070175438596,0.51719298245614,0.551754385964912,0.469824561403509,0.498421052631579,0.502982456140351,0.491754385964912,0.413333333333333,0.466842105263158,0.468947368421053,0.508070175438596,0.520701754385965,0.484210526315789,0.592105263157895,0.518245614035088,0.474210526315789,0.499298245614035,0.479122807017544,0.49280701754386,0.535438596491228,0.526842105263158,0.601052631578947
"R_W5_T2_198",0.498070175438596,0.510526315789474,0.511929824561403,0.516140350877193,0.54280701754386,0.556842105263158,0.510175438596491,0.513508771929825,0.501754385964912,0.53140350877193,0.541578947368421,0.528070175438596,0.547894736842105,0.542982456140351,0.527894736842105,0.533333333333333,0.518947368421053,0.544035087719298,0.512982456140351,0.530175438596491,0.66859649122807,0.79859649122807,0.50140350877193,0.485964912280702,0.471754385964912,0.473859649122807,0.50280701754386,0.495614035087719,0.494210526315789,0.496315789473684,0.470175438596491,0,0.516315789473684,0.497894736842105,0.504385964912281,0.454561403508772,0.459473684210526,0.498245614035088,0.604912280701754,0.518947368421053,0.489649122807018,0.495087719298246,0.559122807017544,0.492105263157895,0.539649122807017,0.556140350877193,0.527543859649123,0.530526315789474,0.530175438596491,0.684210526315789,0.52280701754386,0.487719298245614,0.51140350877193,0.528070175438596,0.539122807017544,0.563508771929825,0.522105263157895,0.504385964912281,0.57280701754386,0.500526315789474,0.535087719298246,0.494736842105263,0.508245614035088,0.557894736842105,0.597543859649123,0.57,0.57,0.575614035087719,0.539298245614035,0.58140350877193,0.507543859649123,0.52140350877193,0.562982456140351,0.530877192982456,0.59140350877193,0.528947368421053,0.626842105263158,0.568245614035088,0.557543859649123,0.528070175438596,0.573157894736842,0.561578947368421,0.548245614035088,0.557368421052632,0.478245614035088,0.535614035087719,0.535438596491228,0.499122807017544,0.503157894736842,0.550350877192982,0.506315789473684,0.528947368421053,0.498245614035088,0.55578947368421,0.519298245614035,0.578947368421053,0.520350877192982,0.530701754385965,0.550526315789474,0.490701754385965,0.549473684210526,0.566666666666667,0.519122807017544,0.555263157894737,0.510701754385965,0.513508771929825,0.556842105263158,0.495964912280702,0.507543859649123,0.476315789473684,0.497719298245614,0.467368421052632,0.501929824561404,0.46859649122807,0.520877192982456,0.548070175438596,0.498245614035088,0.616491228070175,0.528070175438596,0.52,0.499824561403509,0.484736842105263,0.490350877192982,0.542456140350877,0.522456140350877,0.606842105263158
"R_W5_T2_203",0.467719298245614,0.494035087719298,0.498070175438596,0.520175438596491,0.546140350877193,0.523333333333333,0.513859649122807,0.516491228070175,0.501754385964912,0.519298245614035,0.547368421052632,0.482456140350877,0.554035087719298,0.574385964912281,0.496842105263158,0.507719298245614,0.547719298245614,0.510877192982456,0.510175438596491,0.537719298245614,0.631929824561404,0.748947368421053,0.532456140350877,0.470175438596491,0.454035087719298,0.501929824561404,0.491052631578947,0.46719298245614,0.471929824561404,0.48280701754386,0.504561403508772,0.516315789473684,0,0.514912280701754,0.514912280701754,0.461052631578947,0.47280701754386,0.524561403508772,0.62280701754386,0.488421052631579,0.470175438596491,0.485263157894737,0.494561403508772,0.524736842105263,0.518070175438596,0.540175438596491,0.502982456140351,0.49719298245614,0.502456140350877,0.665964912280702,0.509122807017544,0.482982456140351,0.485614035087719,0.495614035087719,0.547368421052632,0.517543859649123,0.541578947368421,0.46280701754386,0.520350877192982,0.499298245614035,0.451754385964912,0.481228070175439,0.477017543859649,0.526491228070175,0.542105263157895,0.496666666666667,0.547543859649123,0.537543859649123,0.527894736842105,0.580877192982456,0.508421052631579,0.465964912280702,0.568070175438597,0.515438596491228,0.502456140350877,0.529473684210526,0.614385964912281,0.529473684210526,0.542105263157895,0.519649122807018,0.536842105263158,0.543859649122807,0.531228070175439,0.52,0.495438596491228,0.533333333333333,0.450526315789474,0.522105263157895,0.496666666666667,0.49859649122807,0.505789473684211,0.492456140350877,0.480175438596491,0.523508771929825,0.465614035087719,0.552105263157895,0.529473684210526,0.531754385964912,0.495789473684211,0.47,0.546666666666667,0.530877192982456,0.481578947368421,0.478771929824561,0.481578947368421,0.51859649122807,0.532631578947368,0.47719298245614,0.52140350877193,0.505263157894737,0.526666666666667,0.471929824561404,0.498771929824561,0.498771929824561,0.504736842105263,0.547719298245614,0.498245614035088,0.660877192982456,0.527017543859649,0.524035087719298,0.53859649122807,0.516842105263158,0.479824561403509,0.527368421052632,0.522105263157895,0.608947368421053
"R_W5_T2_142",0.470175438596491,0.459649122807018,0.487368421052632,0.488421052631579,0.506666666666667,0.496491228070175,0.503157894736842,0.486140350877193,0.497719298245614,0.486315789473684,0.527894736842105,0.426666666666667,0.492631578947368,0.515964912280702,0.479473684210526,0.457894736842105,0.527368421052632,0.474561403508772,0.480526315789474,0.460877192982456,0.629473684210526,0.775087719298246,0.455614035087719,0.469473684210526,0.431754385964912,0.463508771929825,0.440175438596491,0.448947368421053,0.432456140350877,0.44421052631579,0.475614035087719,0.497894736842105,0.514912280701754,0,0.452280701754386,0.460175438596491,0.420350877192982,0.442982456140351,0.603333333333333,0.425438596491228,0.430877192982456,0.422456140350877,0.474912280701754,0.505087719298246,0.481578947368421,0.498070175438596,0.493859649122807,0.510701754385965,0.478771929824561,0.666842105263158,0.487017543859649,0.478070175438596,0.473333333333333,0.469824561403509,0.503859649122807,0.499298245614035,0.541929824561403,0.420877192982456,0.497017543859649,0.471228070175439,0.518947368421053,0.465087719298246,0.493508771929825,0.514561403508772,0.545087719298246,0.512631578947368,0.539122807017544,0.522456140350877,0.518070175438596,0.566140350877193,0.498245614035088,0.468070175438596,0.551929824561403,0.529649122807018,0.536315789473684,0.485087719298246,0.610526315789474,0.553508771929825,0.517719298245614,0.519298245614035,0.53,0.509824561403509,0.511228070175439,0.505964912280702,0.475438596491228,0.459473684210526,0.518771929824561,0.479473684210526,0.463508771929825,0.495087719298246,0.456842105263158,0.439649122807018,0.441052631578947,0.474385964912281,0.446666666666667,0.525614035087719,0.49140350877193,0.435087719298246,0.466491228070175,0.46280701754386,0.47,0.518070175438596,0.458245614035088,0.484385964912281,0.465789473684211,0.49140350877193,0.499298245614035,0.464385964912281,0.52280701754386,0.5,0.494736842105263,0.456666666666667,0.508070175438596,0.45280701754386,0.484736842105263,0.505087719298246,0.496842105263158,0.63140350877193,0.486315789473684,0.504561403508772,0.495263157894737,0.479122807017544,0.492631578947368,0.451052631578947,0.490350877192982,0.598245614035088
"R_W5_T2_164",0.450526315789474,0.446666666666667,0.463333333333333,0.484912280701754,0.545964912280702,0.439298245614035,0.511578947368421,0.444561403508772,0.498947368421053,0.474561403508772,0.521052631578947,0.415087719298246,0.483508771929825,0.482631578947368,0.484210526315789,0.472105263157895,0.540526315789474,0.459122807017544,0.476666666666667,0.447368421052632,0.661052631578947,0.758771929824561,0.405964912280702,0.469473684210526,0.414912280701754,0.467719298245614,0.443333333333333,0.389473684210526,0.441929824561404,0.431228070175439,0.465087719298246,0.504385964912281,0.514912280701754,0.452280701754386,0,0.457017543859649,0.438771929824561,0.434035087719298,0.613859649122807,0.419473684210526,0.417017543859649,0.388070175438597,0.46140350877193,0.487894736842105,0.422280701754386,0.472105263157895,0.469122807017544,0.484385964912281,0.429824561403509,0.655263157894737,0.434035087719298,0.447543859649123,0.485964912280702,0.431929824561403,0.477719298245614,0.447719298245614,0.530701754385965,0.438421052631579,0.485263157894737,0.433859649122807,0.478771929824561,0.461754385964912,0.464736842105263,0.497543859649123,0.498771929824561,0.486315789473684,0.472456140350877,0.464210526315789,0.474385964912281,0.47140350877193,0.453508771929825,0.476315789473684,0.486140350877193,0.484736842105263,0.487719298245614,0.437894736842105,0.588245614035088,0.504210526315789,0.458245614035088,0.50719298245614,0.470350877192982,0.45719298245614,0.452982456140351,0.439649122807018,0.471929824561404,0.459298245614035,0.506842105263158,0.450701754385965,0.427543859649123,0.452631578947368,0.458070175438597,0.445614035087719,0.431929824561403,0.44140350877193,0.460350877192982,0.504210526315789,0.430526315789474,0.423859649122807,0.430175438596491,0.431228070175439,0.459824561403509,0.464912280701754,0.43140350877193,0.485263157894737,0.446315789473684,0.46859649122807,0.494210526315789,0.45140350877193,0.492105263157895,0.503333333333333,0.523157894736842,0.414736842105263,0.492105263157895,0.487543859649123,0.465614035087719,0.441754385964912,0.459473684210526,0.623333333333333,0.474736842105263,0.442982456140351,0.519473684210526,0.455087719298246,0.473333333333333,0.47280701754386,0.473859649122807,0.581228070175439
"R_W5_T2_191",0.444561403508772,0.476315789473684,0.46140350877193,0.486666666666667,0.512456140350877,0.479824561403509,0.469122807017544,0.462982456140351,0.474385964912281,0.481754385964912,0.532105263157895,0.420877192982456,0.486842105263158,0.512982456140351,0.45,0.465789473684211,0.514561403508772,0.462631578947368,0.461929824561404,0.461578947368421,0.61140350877193,0.779298245614035,0.450526315789474,0.464385964912281,0.403333333333333,0.45280701754386,0.462631578947368,0.420701754385965,0.448947368421053,0.427543859649123,0.450877192982456,0.454561403508772,0.461052631578947,0.460175438596491,0.457017543859649,0,0.422982456140351,0.450701754385965,0.594035087719298,0.433333333333333,0.442105263157895,0.416666666666667,0.468245614035088,0.474035087719298,0.43280701754386,0.46719298245614,0.45,0.479824561403509,0.465087719298246,0.657017543859649,0.458245614035088,0.431578947368421,0.437368421052632,0.429122807017544,0.487543859649123,0.462105263157895,0.482982456140351,0.411228070175439,0.501754385964912,0.41280701754386,0.463684210526316,0.41140350877193,0.459298245614035,0.525614035087719,0.531929824561403,0.521578947368421,0.501754385964912,0.516315789473684,0.48719298245614,0.520526315789474,0.461754385964912,0.482280701754386,0.512105263157895,0.479473684210526,0.521929824561403,0.453333333333333,0.585964912280702,0.520350877192982,0.502105263157895,0.522982456140351,0.522105263157895,0.49140350877193,0.486140350877193,0.46859649122807,0.432456140350877,0.495263157894737,0.478947368421053,0.456666666666667,0.451228070175439,0.479473684210526,0.460350877192982,0.465087719298246,0.42719298245614,0.474561403508772,0.455964912280702,0.50140350877193,0.470526315789474,0.471228070175439,0.455964912280702,0.442982456140351,0.479298245614035,0.503508771929825,0.434385964912281,0.488947368421053,0.457719298245614,0.493157894736842,0.503508771929825,0.465087719298246,0.501052631578947,0.503508771929825,0.518771929824561,0.436842105263158,0.504385964912281,0.484736842105263,0.494210526315789,0.482631578947368,0.468421052631579,0.629473684210526,0.504912280701754,0.475789473684211,0.521578947368421,0.490701754385965,0.485438596491228,0.496491228070175,0.504561403508772,0.599649122807018
"R_W5_T2_143",0.454035087719298,0.473508771929825,0.473333333333333,0.508245614035088,0.510175438596491,0.526491228070175,0.489649122807018,0.476491228070175,0.489298245614035,0.49859649122807,0.533333333333333,0.458947368421053,0.533333333333333,0.504385964912281,0.493333333333333,0.501228070175439,0.509473684210526,0.484035087719298,0.47719298245614,0.483333333333333,0.615964912280702,0.771578947368421,0.459122807017544,0.438771929824561,0.433157894736842,0.456491228070175,0.47140350877193,0.452105263157895,0.419824561403509,0.442982456140351,0.44280701754386,0.459473684210526,0.47280701754386,0.420350877192982,0.438771929824561,0.422982456140351,0,0.466842105263158,0.586140350877193,0.452456140350877,0.448421052631579,0.43859649122807,0.507543859649123,0.498947368421053,0.498421052631579,0.501052631578947,0.494035087719298,0.48859649122807,0.459649122807018,0.673859649122807,0.504035087719298,0.455263157894737,0.492631578947368,0.483333333333333,0.517719298245614,0.505263157894737,0.512456140350877,0.445438596491228,0.517719298245614,0.472631578947368,0.467719298245614,0.483508771929825,0.484561403508772,0.514385964912281,0.547894736842105,0.526842105263158,0.54578947368421,0.532105263157895,0.53280701754386,0.560877192982456,0.498245614035088,0.474035087719298,0.548771929824561,0.531929824561403,0.525614035087719,0.507017543859649,0.601052631578947,0.534035087719298,0.535263157894737,0.501754385964912,0.541578947368421,0.527543859649123,0.518421052631579,0.512631578947368,0.457894736842105,0.504736842105263,0.481052631578947,0.484912280701754,0.455964912280702,0.500350877192982,0.454035087719298,0.461052631578947,0.469649122807018,0.485789473684211,0.478070175438596,0.547894736842105,0.496666666666667,0.471228070175439,0.488421052631579,0.479122807017544,0.513508771929825,0.519824561403509,0.448771929824561,0.474736842105263,0.44859649122807,0.502280701754386,0.510350877192982,0.472982456140351,0.496666666666667,0.463508771929825,0.462631578947368,0.461929824561404,0.514736842105263,0.465087719298246,0.489298245614035,0.490526315789474,0.49,0.623157894736842,0.489649122807018,0.51859649122807,0.488771929824561,0.492982456140351,0.479649122807018,0.484736842105263,0.492456140350877,0.59719298245614
"R_W5_T2_170",0.472982456140351,0.433333333333333,0.495087719298246,0.50140350877193,0.526842105263158,0.477368421052632,0.520350877192982,0.474385964912281,0.494912280701754,0.502456140350877,0.532105263157895,0.438245614035088,0.507894736842105,0.530877192982456,0.51280701754386,0.472280701754386,0.528947368421053,0.472105263157895,0.476140350877193,0.453508771929825,0.660526315789474,0.781578947368421,0.398421052631579,0.44,0.431754385964912,0.459473684210526,0.44140350877193,0.430175438596491,0.411929824561404,0.424210526315789,0.487543859649123,0.498245614035088,0.524561403508772,0.442982456140351,0.434035087719298,0.450701754385965,0.466842105263158,0,0.607017543859649,0.430877192982456,0.378771929824561,0.417719298245614,0.473684210526316,0.517543859649123,0.467894736842105,0.501578947368421,0.495964912280702,0.53140350877193,0.474035087719298,0.660350877192982,0.474385964912281,0.458947368421053,0.498947368421053,0.474561403508772,0.513859649122807,0.496315789473684,0.57140350877193,0.447368421052632,0.50280701754386,0.459649122807018,0.505263157894737,0.477719298245614,0.500526315789474,0.536140350877193,0.562280701754386,0.475438596491228,0.522280701754386,0.505438596491228,0.502280701754386,0.533859649122807,0.484912280701754,0.44421052631579,0.532456140350877,0.519824561403509,0.507719298245614,0.492982456140351,0.622631578947368,0.531578947368421,0.466140350877193,0.516140350877193,0.527017543859649,0.502280701754386,0.487017543859649,0.49859649122807,0.460175438596491,0.452280701754386,0.503157894736842,0.460701754385965,0.453684210526316,0.452105263157895,0.467368421052632,0.443859649122807,0.452982456140351,0.437894736842105,0.429649122807018,0.531578947368421,0.460701754385965,0.445263157894737,0.428947368421053,0.433859649122807,0.441578947368421,0.451929824561404,0.439824561403509,0.488947368421053,0.464912280701754,0.474736842105263,0.468947368421053,0.438070175438596,0.504035087719298,0.52280701754386,0.510175438596491,0.440526315789474,0.505789473684211,0.478421052631579,0.481929824561403,0.47280701754386,0.495964912280702,0.617017543859649,0.484736842105263,0.458421052631579,0.513157894736842,0.480175438596491,0.506842105263158,0.458421052631579,0.469649122807018,0.590526315789474
"R_W5_T2_172",0.597368421052632,0.598070175438597,0.581578947368421,0.606491228070175,0.638245614035088,0.653508771929825,0.599649122807018,0.608245614035088,0.640701754385965,0.619298245614035,0.656842105263158,0.632280701754386,0.659824561403509,0.637719298245614,0.593684210526316,0.60859649122807,0.62859649122807,0.644736842105263,0.627894736842105,0.595087719298246,0.72140350877193,0.806491228070175,0.630877192982456,0.590701754385965,0.561578947368421,0.565087719298246,0.646315789473684,0.607017543859649,0.628421052631579,0.60719298245614,0.571228070175439,0.604912280701754,0.62280701754386,0.603333333333333,0.613859649122807,0.594035087719298,0.586140350877193,0.607017543859649,0,0.61280701754386,0.563333333333333,0.602631578947368,0.648421052631579,0.637543859649123,0.619649122807018,0.632982456140351,0.605087719298246,0.649473684210526,0.610350877192982,0.722105263157895,0.63,0.583684210526316,0.599122807017544,0.562280701754386,0.627894736842105,0.630526315789474,0.620701754385965,0.581578947368421,0.657719298245614,0.585614035087719,0.620701754385965,0.611052631578947,0.618421052631579,0.665263157894737,0.677543859649123,0.671228070175439,0.664736842105263,0.671754385964912,0.641052631578947,0.636491228070175,0.640526315789474,0.621754385964912,0.649122807017544,0.642456140350877,0.653859649122807,0.648070175438596,0.667368421052632,0.661052631578947,0.612631578947368,0.663508771929825,0.680701754385965,0.64719298245614,0.607368421052632,0.626842105263158,0.575438596491228,0.656666666666667,0.625964912280702,0.614210526315789,0.572631578947368,0.632631578947368,0.619824561403509,0.625964912280702,0.604035087719298,0.635438596491228,0.588947368421053,0.649298245614035,0.584912280701754,0.622982456140351,0.611228070175439,0.581578947368421,0.64719298245614,0.567543859649123,0.614210526315789,0.623684210526316,0.61280701754386,0.636842105263158,0.633157894736842,0.610701754385965,0.596315789473684,0.626140350877193,0.64719298245614,0.579122807017544,0.620877192982456,0.612105263157895,0.63719298245614,0.64,0.614561403508772,0.663157894736842,0.660526315789474,0.602456140350877,0.65859649122807,0.599473684210526,0.629649122807018,0.637543859649123,0.652105263157895,0.661578947368421
"R_W5_T2_145",0.437894736842105,0.424736842105263,0.456666666666667,0.498421052631579,0.546140350877193,0.422631578947368,0.507719298245614,0.474210526315789,0.487719298245614,0.475964912280702,0.549122807017544,0.38280701754386,0.485087719298246,0.510526315789474,0.502105263157895,0.459649122807018,0.53280701754386,0.429122807017544,0.450877192982456,0.439298245614035,0.615614035087719,0.783859649122807,0.413859649122807,0.490175438596491,0.403859649122807,0.479122807017544,0.403508771929825,0.395789473684211,0.424912280701754,0.411754385964912,0.491228070175439,0.518947368421053,0.488421052631579,0.425438596491228,0.419473684210526,0.433333333333333,0.452456140350877,0.430877192982456,0.61280701754386,0,0.420701754385965,0.39719298245614,0.396491228070175,0.490701754385965,0.409122807017544,0.471052631578947,0.481929824561403,0.477017543859649,0.443508771929825,0.648245614035088,0.430175438596491,0.473333333333333,0.442982456140351,0.430877192982456,0.484210526315789,0.428947368421053,0.504736842105263,0.387017543859649,0.454912280701754,0.43,0.478421052631579,0.444561403508772,0.447017543859649,0.462105263157895,0.42719298245614,0.421929824561403,0.457894736842105,0.434736842105263,0.450877192982456,0.473157894736842,0.431228070175439,0.471754385964912,0.460175438596491,0.481578947368421,0.444912280701754,0.425789473684211,0.580701754385965,0.475964912280702,0.435263157894737,0.491929824561403,0.402982456140351,0.422105263157895,0.440701754385965,0.434385964912281,0.477368421052632,0.438421052631579,0.473157894736842,0.479122807017544,0.460175438596491,0.464912280701754,0.459473684210526,0.421929824561403,0.43,0.420526315789474,0.419298245614035,0.461754385964912,0.463859649122807,0.434912280701754,0.416842105263158,0.424210526315789,0.427719298245614,0.47859649122807,0.403157894736842,0.439298245614035,0.425964912280702,0.429122807017544,0.435263157894737,0.416491228070175,0.505087719298246,0.516315789473684,0.530526315789474,0.441578947368421,0.499649122807018,0.479649122807018,0.465087719298246,0.457894736842105,0.447368421052632,0.632982456140351,0.46140350877193,0.456842105263158,0.533684210526316,0.492105263157895,0.46859649122807,0.421228070175439,0.462105263157895,0.593157894736842
